sale_id,vin,dealer_id,sale_date,msrp,discount_amount,sale_price,finance_type,sales_channel,trade_in_flag,days_on_lot
8164,ZFAVDS5YZ10823901,DLR3381,2022-01-15,41600.0,2968.4,38631.6,Cash,Retail,0,9
8165,3C60RYXRB39459562,DLR6833,2023-09-11,67100.0,2438.31,64661.69,Lease,Retail,1,96
8166,1C3FEGGBM25372289,DLR8904,2024-05-16,88000.0,5056.16,82943.84,Cash,Retail,0,2
8167,2C3ZVB19V60621593,DLR2938,2022-04-21,34500.0,982.64,33517.36,Loan,Retail,0,13
8168,1C3LSZE8916846722,DLR3389,2024-03-08,32000.0,773.63,31226.37,Loan,Retail,0,4
8169,2C3FC5XH714220896,DLR9783,2024-01-12,94000.0,2921.57,91078.43,Loan,Retail,0,112
8170,2C3FA0V5251386614,DLR6935,2023-08-19,65500.0,1309.51,64190.49,Loan,Retail,1,13
8171,1C4A2YJ1V40089585,DLR3262,2022-11-30,62400.0,3287.29,59112.71,Loan,Retail,1,74
8172,ZFARH8E2D14313744,DLR5600,2024-11-18,67100.0,7798.16,59301.84,Lease,Retail,0,12
8173,3C6BJ4S3Z95986758,DLR3381,2023-07-10,34100.0,3350.02,30749.98,Loan,Fleet,0,3
8174,ZAR4TGNF899541398,DLR4633,2022-03-13,89200.0,1106.03,88093.97,Loan,Retail,0,9
8175,ZFAV3F2SZ68074201,DLR3389,2022-04-09,26000.0,1847.0,24153.0,Lease,Retail,0,1
8176,1C6ML91RY43758636,DLR3717,2024-06-25,85000.0,2116.45,82883.55,Loan,Retail,0,2
8177,1C3FEGGBM25372289,DLR7618,2022-07-09,88000.0,7300.08,80699.92,Loan,Retail,1,14
8178,1C3C4N28A85492388,DLR3776,2023-06-22,85000.0,13692.77,71307.23,Loan,Fleet,0,41
8179,ZARPMK3EW85853752,DLR5422,2023-10-04,46100.0,9996.6,36103.4,Loan,Rental,0,1
8180,1B397SD4T75289253,DLR3776,2022-11-24,33300.0,2639.29,30660.71,Lease,Retail,0,49
8181,3C62VUPYJ17435224,DLR7099,2022-09-27,42000.0,909.57,41090.43,Lease,Retail,1,21
8182,3C6YT3DHZ35454737,DLR1004,2024-03-06,46300.0,1346.46,44953.54,Loan,Retail,1,7
8183,1B38920ZT45972558,DLR8921,2024-12-08,65700.0,6816.98,58883.02,Loan,Retail,1,102
8184,1B3EGE3AV38560397,DLR3935,2022-12-14,55000.0,4818.5,50181.5,Loan,Retail,1,125
8185,1C3GDRPS169043821,DLR3949,2022-02-25,89800.0,12456.84,77343.16,Loan,Fleet,0,31
8186,1B3398CSK83502536,DLR2124,2022-08-13,45500.0,4887.62,40612.38,Loan,Fleet,0,6
8187,1C44R612N45150572,DLR6935,2023-02-03,57700.0,10845.11,46854.89,Loan,Rental,0,13
8188,1C3LSZE8916846722,DLR5408,2024-01-05,32000.0,1207.18,30792.82,Lease,Retail,0,59
8189,1C3EVW8DD77888265,DLR3276,2023-05-13,35000.0,776.55,34223.45,Lease,Retail,0,38
8190,1C4SNE75V97434720,DLR3717,2022-08-20,44200.0,2870.36,41329.64,Lease,Retail,0,97
8191,1C6DCR1NE09564894,DLR5600,2022-09-03,85000.0,5477.29,79522.71,Loan,Retail,1,29
8192,1C46GJD2646198988,DLR3979,2023-06-29,62100.0,4831.11,57268.89,Loan,Retail,0,33
8193,1C4XHSD8S23697713,DLR1448,2022-01-26,48000.0,4266.99,43733.01,Loan,Fleet,0,7
8194,ZARBYK5BY27444931,DLR9071,2024-09-20,85000.0,4252.09,80747.91,Loan,Retail,0,33
8195,1C4A2YJ1V40089585,DLR7906,2022-03-25,62400.0,1324.43,61075.57,Loan,Retail,0,7
8196,ZFAAC4XSD26941748,DLR3166,2022-04-14,28000.0,3220.63,24779.37,Loan,Rental,0,13
8197,1B34K2SHR72380131,DLR8904,2024-11-29,41100.0,1602.18,39497.82,Lease,Retail,1,12
8198,3C60RYXRB39459562,DLR1852,2022-08-18,67100.0,4115.97,62984.03,Lease,Retail,0,8
8199,1C4SLCB3V52236406,DLR6570,2023-06-08,41100.0,673.39,40426.61,Lease,Retail,1,1
8200,1C6PLMLFT15937882,DLR5157,2022-10-17,83900.0,7040.97,76859.03,Loan,Retail,0,16
8201,ZARCJVPWX73925450,DLR8921,2022-01-31,49100.0,7051.41,42048.59,Loan,Fleet,0,1
8202,1C65CC5P855006532,DLR3949,2023-07-18,35500.0,1080.86,34419.14,Lease,Retail,0,22
8203,2C38A1VRW97961816,DLR6742,2022-07-15,49100.0,2875.31,46224.69,Loan,Retail,1,20
8204,ZFACUT9VN46920737,DLR6742,2022-05-02,28400.0,1098.0,27302.0,Loan,Retail,1,1
8205,1C4ACDVT870796492,DLR5600,2024-10-16,34000.0,2334.12,31665.88,Loan,Retail,1,44
8206,1C6W4J0KZ87505606,DLR3641,2023-04-22,45500.0,1102.84,44397.16,Loan,Retail,1,13
8207,1C4H5E08P02819855,DLR4633,2022-11-16,93800.0,5513.72,88286.28,Lease,Retail,0,14
8208,2C3FC5XH714220896,DLR6570,2024-01-24,94000.0,2101.27,91898.73,Cash,Retail,1,136
8209,3C62VUPYJ17435224,DLR4610,2022-01-18,42000.0,741.47,41258.53,Cash,Retail,1,38
8210,ZARGXGNY272326080,DLR2856,2022-09-29,32000.0,2234.23,29765.77,Lease,Retail,1,59
8211,ZARKDC9Y527821788,DLR8904,2023-11-23,95000.0,7082.6,87917.4,Loan,Retail,1,64
8212,ZARUJ9XTT08117861,DLR4013,2023-05-18,80000.0,6601.68,73398.32,Loan,Fleet,0,6
8213,ZARBYK5BY27444931,DLR2938,2022-08-03,85000.0,3100.56,81899.44,Lease,Retail,0,11
8214,1B3X791RD68469072,DLR7099,2023-10-31,26000.0,2775.22,23224.78,Loan,Retail,0,27
8215,1B3J2D55H84372013,DLR3101,2023-08-08,90000.0,4703.71,85296.29,Loan,Retail,1,39
8216,1C47F6F7934999805,DLR7099,2023-07-24,30800.0,2142.78,28657.22,Loan,Retail,0,55
8217,1B3LRXLWV33402274,DLR5644,2022-04-23,29000.0,1344.66,27655.34,Lease,Retail,0,70
8218,1B3BNWBC356229392,DLR2856,2024-07-06,34000.0,1979.55,32020.45,Loan,Retail,0,42
8219,1C3EVW8DD77888265,DLR6935,2024-02-26,35000.0,5262.99,29737.01,Loan,Fleet,0,6
8220,3C63Y3DZB91458613,DLR3776,2024-09-20,84600.0,8008.05,76591.95,Loan,Retail,1,15
8221,3C675WV0P10386890,DLR1852,2022-10-03,46000.0,1056.23,44943.77,Loan,Retail,0,162
8222,ZARGXGNY272326080,DLR6703,2023-09-03,32000.0,4862.66,27137.34,Loan,Fleet,0,29
8223,1B3X791RD68469072,DLR2029,2023-05-28,26000.0,1556.3,24443.7,Lease,Retail,1,13
8224,ZFARH8E2D14313744,DLR6653,2023-05-02,67100.0,5484.77,61615.23,Lease,Retail,0,27
8225,1C4LG2XLR65797626,DLR6172,2024-10-19,80000.0,5820.69,74179.31,Loan,Retail,0,4
8226,1B34K2SHR72380131,DLR4965,2024-09-20,41100.0,7017.61,34082.39,Loan,Rental,0,8
8227,1B3A3K3SM52122577,DLR3095,2024-01-12,51600.0,1519.14,50080.86,Loan,Retail,1,13
8228,ZFAV3F2SZ68074201,DLR1852,2022-01-04,26000.0,2501.65,23498.35,Loan,Fleet,0,1
8229,2C3Z41ZUY43312942,DLR2938,2023-01-17,40900.0,1386.83,39513.17,Loan,Retail,0,99
8230,1C3GDRPS169043821,DLR6785,2022-10-27,89800.0,4039.77,85760.23,Loan,Retail,1,14
8231,1B397SD4T75289253,DLR5408,2023-12-09,33300.0,3022.59,30277.41,Loan,Retail,0,2
8232,2C3FC5XH714220896,DLR5480,2024-05-29,94000.0,5291.24,88708.76,Lease,Retail,0,124
8233,2C3FA0V5251386614,DLR6924,2024-09-29,65500.0,5853.9,59646.1,Lease,Retail,1,2
8234,1B3E7AUXZ03737329,DLR3717,2024-12-23,94800.0,8444.5,86355.5,Loan,Retail,0,80
8235,1C6EGRVPA30533230,DLR6785,2024-01-19,67200.0,8882.63,58317.37,Loan,Rental,0,1
8236,1C419S0PN24118706,DLR6570,2022-06-29,34300.0,2417.23,31882.77,Loan,Retail,0,4
8237,ZAR1WCR7P45307074,DLR1004,2022-07-24,42000.0,2445.85,39554.15,Loan,Retail,0,19
8238,ZFARR4YWK66413376,DLR7099,2024-11-22,85000.0,15042.95,69957.05,Loan,Rental,0,14
8239,2C3KGUHH514044532,DLR2938,2022-09-03,68500.0,5187.35,63312.65,Lease,Retail,0,29
8240,1C6K2K6ER92430052,DLR8904,2022-10-04,35500.0,3794.93,31705.07,Cash,Fleet,0,11
8241,1C6JCAVWA70003524,DLR8901,2023-10-16,56000.0,3986.46,52013.54,Lease,Retail,1,17
8242,2C3KGUHH514044532,DLR8904,2024-07-18,68500.0,7668.1,60831.9,Loan,Fleet,0,3
8243,ZFARR4YWK66413376,DLR9783,2022-04-14,85000.0,7721.44,77278.56,Loan,Fleet,0,1
8244,ZFAVFS9CW02993277,DLR5157,2022-10-31,84800.0,7999.61,76800.39,Loan,Retail,0,6
8245,3C6LK3D5Y61921159,DLR4387,2022-02-20,61400.0,1032.92,60367.08,Lease,Retail,0,1
8246,1C4SLCB3V52236406,DLR6742,2022-08-17,41100.0,3556.99,37543.01,Loan,Retail,1,172
8247,3C68LA21146305242,DLR3996,2024-10-16,41300.0,5371.02,35928.98,Loan,Fleet,0,24
8248,2C30Y9JPN07517257,DLR9071,2023-05-05,95000.0,1932.07,93067.93,Lease,Retail,1,10
8249,3C6362BX409149499,DLR3949,2022-06-21,48100.0,2803.14,45296.86,Loan,Retail,0,52
8250,2C3FA0V5251386614,DLR3148,2024-06-03,65500.0,11556.49,53943.51,Cash,Rental,0,61
8251,3C6BJ4S3Z95986758,DLR3641,2024-10-27,34100.0,5923.21,28176.79,Loan,Fleet,0,1
8252,2C3ZVB19V60621593,DLR3979,2023-07-30,34500.0,1845.24,32654.76,Loan,Retail,1,20
8253,3C6FXX4EZ09103164,DLR2124,2022-06-07,28800.0,2370.92,26429.08,Loan,Fleet,0,1
8254,1C46T41PJ11828137,DLR4885,2024-08-07,28000.0,2235.44,25764.56,Loan,Retail,1,10
8255,2C34J4CAB87222265,DLR3848,2022-08-07,57300.0,3305.26,53994.74,Loan,Retail,1,1
8256,1B35GBBBM13439624,DLR8921,2022-10-22,45400.0,4446.25,40953.75,Loan,Retail,1,3
8257,1C4VVEAWU93793465,DLR9399,2022-10-09,41500.0,1883.28,39616.72,Loan,Retail,1,11
8258,3C60RYXRB39459562,DLR4387,2024-04-21,67100.0,1209.35,65890.65,Loan,Retail,0,22
8259,2C3VPTU7711218689,DLR9908,2024-08-30,82000.0,5246.95,76753.05,Loan,Retail,0,9
8260,1C4AKGEJL07137588,DLR5600,2023-07-06,93700.0,1792.09,91907.91,Cash,Retail,1,1
8261,2C35SGDFS21775718,DLR5480,2022-12-28,85000.0,4044.01,80955.99,Loan,Retail,1,60
8262,3C67KPE8L40814679,DLR3979,2023-01-29,89800.0,11783.8,78016.2,Loan,Rental,0,49
8263,1C4SLCB3V52236406,DLR3641,2024-12-03,41100.0,7789.87,33310.13,Loan,Rental,0,23
8264,2C34J4CAB87222265,DLR5600,2022-11-10,57300.0,3835.59,53464.41,Cash,Retail,1,18
8265,3C6FXX4EZ09103164,DLR6785,2023-08-27,28800.0,5623.46,23176.54,Loan,Rental,0,24
8266,1C4VVEAWU93793465,DLR3794,2022-11-24,41500.0,2336.52,39163.48,Lease,Retail,0,7
8267,ZFACVCVTV13512505,DLR7296,2023-07-25,55000.0,4191.78,50808.22,Cash,Retail,0,180
8268,1C3N9VNEW40078518,DLR3262,2024-01-29,30000.0,1654.53,28345.47,Lease,Retail,1,24
8269,3C60RYXRB39459562,DLR7296,2023-04-07,67100.0,4063.68,63036.32,Lease,Retail,1,28
8270,1C3ZSHC3D32388660,DLR8069,2023-06-08,32200.0,1846.58,30353.42,Loan,Retail,1,64
8271,1C4AKGEJL07137588,DLR9399,2022-12-09,93700.0,8065.16,85634.84,Loan,Retail,1,124
8272,3C6VZMTLT32258551,DLR6833,2023-09-15,34000.0,2722.52,31277.48,Loan,Retail,1,60
8273,2C34J4CAB87222265,DLR4633,2022-12-07,57300.0,3255.26,54044.74,Loan,Retail,0,74
8274,1C4LG2XLR65797626,DLR1760,2024-01-08,80000.0,3518.6,76481.4,Lease,Retail,1,59
8275,1C4LG2XLR65797626,DLR8904,2024-07-10,80000.0,4863.56,75136.44,Loan,Retail,1,9
8276,3C6LK3D5Y61921159,DLR6703,2022-03-23,61400.0,1981.46,59418.54,Lease,Retail,0,5
8277,ZFAVDS5YZ10823901,DLR6172,2024-09-21,41600.0,1678.75,39921.25,Cash,Retail,1,34
8278,1B38920ZT45972558,DLR9099,2024-02-18,65700.0,1097.55,64602.45,Lease,Retail,0,172
8279,ZFARR4YWK66413376,DLR7877,2023-10-14,85000.0,8689.87,76310.13,Loan,Retail,1,14
8280,3C6MLVFX481528000,DLR9099,2022-02-16,42000.0,2633.46,39366.54,Lease,Retail,0,78
8281,ZFAWAHZ5W07857154,DLR3848,2024-12-10,94300.0,6695.38,87604.62,Loan,Retail,0,161
8282,3C6V9D41K94384972,DLR7081,2023-05-09,34900.0,2557.62,32342.38,Loan,Retail,1,24
8283,ZFAVFS9CW02993277,DLR9071,2023-04-05,84800.0,4422.64,80377.36,Lease,Retail,1,4
8284,ZARZBNP3Z90728842,DLR7906,2024-07-08,36700.0,5098.92,31601.08,Loan,Fleet,0,47
8285,1B3398CSK83502536,DLR9099,2023-08-22,45500.0,2170.51,43329.49,Lease,Retail,1,23
8286,ZFAR87XYE95636516,DLR3262,2023-03-13,61600.0,1769.11,59830.89,Loan,Retail,1,21
8287,3C6VVZLAJ02047508,DLR7144,2024-10-10,85000.0,8042.82,76957.18,Loan,Fleet,0,16
8288,2C3EKTCRP40226511,DLR4610,2024-12-06,84400.0,11004.36,73395.64,Loan,Fleet,0,7
8289,1B35GBBBM13439624,DLR5408,2023-01-07,45400.0,1226.78,44173.22,Lease,Retail,1,77
8290,ZFARR4YWK66413376,DLR3101,2022-01-12,85000.0,5228.12,79771.88,Loan,Retail,0,17
8291,2C3EKTCRP40226511,DLR5422,2023-06-20,84400.0,4695.73,79704.27,Lease,Retail,0,13
8292,1B3BNWBC356229392,DLR6742,2022-11-22,34000.0,3836.76,30163.24,Loan,Fleet,0,12
8293,ZAR6VB7L857730128,DLR4885,2022-11-13,30000.0,2241.56,27758.44,Loan,Retail,1,39
8294,3C63VC0U857154386,DLR2856,2022-02-11,65500.0,2809.44,62690.56,Lease,Retail,0,60
8295,1C6ZPT1FB86412639,DLR1004,2022-06-01,28000.0,2776.35,25223.65,Loan,Fleet,0,2
8296,1C4FV4PAZ12128062,DLR4610,2022-04-24,61600.0,8294.69,53305.31,Cash,Fleet,0,18
8297,3C6V9D41K94384972,DLR7474,2022-02-11,34900.0,1154.33,33745.67,Loan,Retail,1,21
8298,1C3E46XA754417332,DLR2856,2023-08-15,66000.0,3082.92,62917.08,Cash,Retail,1,25
8299,1B3EGE3AV38560397,DLR3381,2024-12-22,55000.0,9122.9,45877.1,Loan,Rental,0,10
8300,1C3N9VNEW40078518,DLR6742,2022-11-11,30000.0,1067.63,28932.37,Lease,Retail,0,49
8301,3C6X7KZHR23939602,DLR3148,2022-07-07,46400.0,1922.22,44477.78,Lease,Retail,0,113
8302,ZARR9C81D02218049,DLR1116,2024-07-30,60600.0,4117.78,56482.22,Loan,Retail,0,124
8303,1C6WHYHD437588986,DLR3148,2022-04-27,42000.0,2685.04,39314.96,Loan,Retail,0,92
8304,3C62VUPYJ17435224,DLR2856,2024-05-02,42000.0,4863.44,37136.56,Loan,Fleet,0,25
8305,1C40PYFS836688833,DLR4965,2023-09-26,42000.0,2621.72,39378.28,Cash,Retail,0,41
8306,ZARSBNKY905359709,DLR3389,2024-06-25,28200.0,992.53,27207.47,Loan,Retail,0,21
8307,1C4DMHY7J08371270,DLR5121,2024-11-17,85000.0,7216.56,77783.44,Loan,Retail,0,16
8308,ZARYYFAEA43582378,DLR6703,2024-02-20,28700.0,1233.44,27466.56,Cash,Retail,1,16
8309,1C3SZZE9S29087337,DLR3101,2023-11-25,55300.0,8443.87,46856.13,Loan,Fleet,0,1
8310,ZARGXGNY272326080,DLR6833,2022-05-08,32000.0,1132.38,30867.62,Lease,Retail,0,31
8311,ZARKDC9Y527821788,DLR9399,2024-03-21,95000.0,3570.98,91429.02,Loan,Retail,0,180
8312,1C4BM92G455827752,DLR7906,2022-03-27,48500.0,7773.37,40726.63,Cash,Fleet,0,11
8313,ZARCC79FL57663492,DLR6653,2022-05-20,46200.0,3069.52,43130.48,Lease,Retail,0,20
8314,ZARPMK3EW85853752,DLR3641,2022-01-11,46100.0,6977.78,39122.22,Loan,Fleet,0,52
8315,1C419S0PN24118706,DLR5408,2022-08-14,34300.0,1865.67,32434.33,Loan,Retail,1,9
8316,ZARCJVPWX73925450,DLR5098,2023-04-15,49100.0,2361.87,46738.13,Lease,Retail,1,61
8317,1C6EGRVPA30533230,DLR4885,2024-02-20,67200.0,5492.77,61707.23,Lease,Retail,0,47
8318,1C3E46XA754417332,DLR4633,2024-11-04,66000.0,4868.71,61131.29,Loan,Retail,1,25
8319,ZARCC79FL57663492,DLR2856,2022-05-09,46200.0,3358.36,42841.64,Lease,Retail,1,28
8320,ZFACPJEN123636469,DLR3381,2023-06-03,31500.0,4943.4,26556.6,Loan,Fleet,0,18
8321,1C64Y3EK461740028,DLR4387,2022-11-18,50900.0,4163.72,46736.28,Lease,Retail,1,4
8322,3C675WV0P10386890,DLR3276,2024-11-27,46000.0,2038.94,43961.06,Lease,Retail,0,44
8323,2C3ZVB19V60621593,DLR6935,2024-12-10,34500.0,1437.62,33062.38,Loan,Retail,0,27
8324,1C3ZSK95D33260830,DLR6172,2023-11-05,67100.0,6168.52,60931.48,Lease,Retail,1,5
8325,ZFACPJEN123636469,DLR7144,2022-10-11,31500.0,1619.73,29880.27,Loan,Retail,1,41
8326,1C3N9VNEW40078518,DLR5170,2022-08-25,30000.0,1784.92,28215.08,Loan,Retail,1,81
8327,1C4EM3WAJ14104354,DLR3095,2022-11-13,34000.0,2597.28,31402.72,Cash,Retail,1,50
8328,1B3X791RD68469072,DLR9399,2022-01-30,26000.0,3338.05,22661.95,Loan,Fleet,0,4
8329,ZARNPY3J950374735,DLR5706,2023-07-28,28000.0,4658.7,23341.3,Loan,Fleet,0,12
8330,1B34K2SHR72380131,DLR1137,2022-01-23,41100.0,2343.26,38756.74,Cash,Retail,0,23
8331,ZFARD56AE63892733,DLR3262,2024-06-04,62300.0,3039.1,59260.9,Lease,Retail,1,57
8332,2C3UV9SN845568682,DLR4610,2024-02-14,88000.0,1416.99,86583.01,Loan,Retail,0,51
8333,ZAR0LMA5V41607243,DLR3389,2024-06-08,34000.0,1686.67,32313.33,Loan,Retail,1,68
8334,1B397SD4T75289253,DLR1760,2023-06-11,33300.0,786.17,32513.83,Lease,Retail,1,8
8335,1C64Y3EK461740028,DLR5422,2023-11-03,50900.0,9327.89,41572.11,Lease,Fleet,0,3
8336,ZARCJVPWX73925450,DLR9071,2023-06-27,49100.0,5721.98,43378.02,Loan,Fleet,0,18
8337,ZAR4TGNF899541398,DLR3095,2023-05-18,89200.0,12279.37,76920.63,Loan,Fleet,0,4
8338,3C6VVZLAJ02047508,DLR7144,2022-12-09,85000.0,7412.82,77587.18,Lease,Retail,1,17
8339,ZFARR4YWK66413376,DLR3166,2024-12-03,85000.0,10103.58,74896.42,Loan,Fleet,0,30
8340,ZFAYRZM5261949011,DLR3166,2024-08-17,26000.0,967.03,25032.97,Loan,Retail,0,17
8341,ZAR72KZ1264120703,DLR1533,2023-09-17,40700.0,6672.14,34027.86,Loan,Fleet,0,8
8342,1C6DCR1NE09564894,DLR5098,2023-09-18,85000.0,5687.49,79312.51,Cash,Retail,0,35
8343,1C3C4N28A85492388,DLR2029,2022-07-25,85000.0,5754.35,79245.65,Loan,Fleet,0,2
8344,2C35SGDFS21775718,DLR4885,2023-08-25,85000.0,9860.21,75139.79,Loan,Fleet,0,4
8345,ZAR72KZ1264120703,DLR9680,2022-10-07,40700.0,9089.79,31610.21,Loan,Rental,0,20
8346,ZFARD56AE63892733,DLR1116,2023-03-24,62300.0,4023.06,58276.94,Lease,Retail,0,16
8347,ZFA7D9F8J14736535,DLR3101,2024-04-30,34300.0,2401.35,31898.65,Loan,Fleet,0,1
8348,2C3G25NTJ19992884,DLR3794,2022-01-11,40700.0,4172.0,36528.0,Loan,Rental,0,7
8349,1C3SZZE9S29087337,DLR3717,2024-08-13,55300.0,1969.32,53330.68,Cash,Retail,0,26
8350,ZARRAMZPF41603506,DLR3776,2024-07-24,55600.0,1530.82,54069.18,Lease,Retail,0,17
8351,1C46GJD2646198988,DLR3641,2022-06-11,62100.0,8344.09,53755.91,Loan,Fleet,0,20
8352,ZARF8MDD468759358,DLR3794,2023-05-14,63900.0,1633.95,62266.05,Loan,Retail,1,29
8353,1C64Y3EK461740028,DLR4190,2024-08-05,50900.0,5686.16,45213.84,Loan,Fleet,0,21
8354,1B31861UA07283153,DLR5121,2024-07-07,30000.0,3469.68,26530.32,Loan,Fleet,0,9
8355,ZARF8MDD468759358,DLR1448,2022-10-08,63900.0,6656.97,57243.03,Lease,Retail,1,180
8356,ZAR7D5J6112236852,DLR3389,2023-06-27,35200.0,2451.52,32748.48,Cash,Retail,1,20
8357,1C4AKGEJL07137588,DLR4965,2022-01-29,93700.0,5534.05,88165.95,Loan,Retail,0,49
8358,ZFARD56AE63892733,DLR5644,2024-07-03,62300.0,2498.54,59801.46,Loan,Retail,0,129
8359,1C3GDRPS169043821,DLR3101,2022-12-21,89800.0,2861.88,86938.12,Loan,Retail,1,65
8360,ZARSBNKY905359709,DLR6703,2024-06-30,28200.0,911.44,27288.56,Lease,Retail,1,15
8361,1B3PHLKSY33848773,DLR1116,2022-06-12,55800.0,2867.94,52932.06,Loan,Retail,0,136
8362,1C4VVEAWU93793465,DLR3924,2022-06-10,41500.0,3022.1,38477.9,Lease,Retail,1,6
8363,ZFARZE9T119802920,DLR5157,2022-10-02,42000.0,2632.46,39367.54,Cash,Retail,1,20
8364,1C40PYFS836688833,DLR7144,2024-02-21,42000.0,505.34,41494.66,Loan,Retail,0,171
8365,2C3WAJ3L864332468,DLR9071,2022-05-10,24000.0,1624.71,22375.29,Lease,Retail,0,6
8366,1C3D05Y2024234404,DLR5422,2023-10-03,82500.0,12466.47,70033.53,Loan,Fleet,0,39
8367,ZFACPJEN123636469,DLR8904,2024-08-29,31500.0,1762.06,29737.94,Loan,Retail,0,8
8368,3C6BJ4S3Z95986758,DLR7296,2022-10-01,34100.0,4145.22,29954.78,Lease,Fleet,0,4
8369,1C3B6LH1780832460,DLR3979,2023-09-18,35100.0,2007.66,33092.34,Lease,Retail,0,18
8370,1C44R612N45150572,DLR3148,2023-08-13,57700.0,3147.82,54552.18,Lease,Retail,1,9
8371,2C3229YP938936656,DLR7511,2022-11-07,66300.0,5183.28,61116.72,Cash,Retail,1,13
8372,1C6DCR1NE09564894,DLR3148,2024-08-27,85000.0,6123.5,78876.5,Loan,Retail,1,6
8373,2C3FA0V5251386614,DLR8069,2022-03-06,65500.0,5537.56,59962.44,Lease,Retail,1,22
8374,ZARU9S2NH77245356,DLR9399,2024-06-01,35000.0,5284.29,29715.71,Loan,Fleet,0,55
8375,ZARKDC9Y527821788,DLR9908,2022-09-19,95000.0,6997.92,88002.08,Lease,Retail,0,81
8376,2C3G25NTJ19992884,DLR5422,2023-11-17,40700.0,4578.1,36121.9,Loan,Fleet,0,12
8377,1C419S0PN24118706,DLR7618,2023-02-27,34300.0,5016.04,29283.96,Loan,Fleet,0,12
8378,1B3CRVCTL97040587,DLR3166,2024-01-12,68200.0,2575.49,65624.51,Lease,Retail,0,17
8379,2C33ZC1MD20665936,DLR3095,2023-03-29,95000.0,2461.65,92538.35,Cash,Retail,1,80
8380,ZFADZK0Y683513963,DLR3095,2024-10-01,30300.0,1469.47,28830.53,Loan,Retail,0,20
8381,2C35SGDFS21775718,DLR9294,2022-10-18,85000.0,9060.02,75939.98,Loan,Fleet,0,5
8382,1B35GBBBM13439624,DLR3095,2023-11-21,45400.0,4132.68,41267.32,Loan,Retail,1,23
8383,1B3EGE3AV38560397,DLR6742,2024-10-11,55000.0,8004.01,46995.99,Loan,Fleet,0,2
8384,1C3CW4VLC63646308,DLR5121,2023-04-19,84600.0,2464.8,82135.2,Lease,Retail,1,47
8385,1C6ZPT1FB86412639,DLR7081,2022-06-21,28000.0,3026.95,24973.05,Loan,Fleet,0,3
8386,ZAR8C7Y1H82521720,DLR3166,2023-11-09,29200.0,2085.59,27114.41,Lease,Retail,0,39
8387,ZFAX40R1828544728,DLR7906,2024-05-19,63200.0,5129.71,58070.29,Lease,Retail,0,14
8388,ZARZBNP3Z90728842,DLR6565,2022-06-18,36700.0,1168.47,35531.53,Loan,Retail,1,82
8389,2C3UV9SN845568682,DLR1137,2024-05-11,88000.0,5572.2,82427.8,Lease,Retail,0,6
8390,ZFAVFS9CW02993277,DLR3794,2024-08-24,84800.0,7760.05,77039.95,Loan,Retail,0,85
8391,ZAR4TGNF899541398,DLR3949,2022-04-07,89200.0,4384.86,84815.14,Lease,Retail,0,34
8392,1B3A3K3SM52122577,DLR4387,2024-02-26,51600.0,4014.33,47585.67,Lease,Retail,0,55
8393,1C46GJD2646198988,DLR2972,2023-10-05,62100.0,11077.65,51022.35,Loan,Rental,0,15
8394,1C3D05Y2024234404,DLR4885,2023-07-18,82500.0,5058.39,77441.61,Lease,Retail,1,17
8395,2C3JJVJW632950016,DLR2938,2024-02-21,56000.0,1512.98,54487.02,Lease,Retail,1,15
8396,ZFACPJEN123636469,DLR2029,2022-12-15,31500.0,3683.37,27816.63,Lease,Retail,1,44
8397,ZARUJ9XTT08117861,DLR1760,2024-03-16,80000.0,3818.72,76181.28,Cash,Retail,1,31
8398,3C6X7KZHR23939602,DLR9294,2024-01-27,46400.0,2599.09,43800.91,Loan,Retail,0,24
8399,1C3D05Y2024234404,DLR5644,2022-07-02,82500.0,2832.94,79667.06,Cash,Retail,0,16
8400,1B397SD4T75289253,DLR3848,2024-06-20,33300.0,1576.37,31723.63,Loan,Retail,0,79
8401,1C46T41PJ11828137,DLR3276,2023-08-19,28000.0,1520.23,26479.77,Lease,Retail,1,24
8402,1B3ASLX3M18801711,DLR8901,2023-08-22,44700.0,3630.78,41069.22,Loan,Fleet,0,2
8403,1B3EB9X2S85733168,DLR4610,2024-09-27,48800.0,3734.61,45065.39,Loan,Retail,1,33
8404,1C3ZSHC3D32388660,DLR6570,2023-12-11,32200.0,4090.61,28109.39,Loan,Fleet,0,7
8405,ZFACVCVTV13512505,DLR1116,2023-02-15,55000.0,5232.64,49767.36,Loan,Fleet,0,5
8406,ZFAX40R1828544728,DLR1116,2023-11-12,63200.0,5140.72,58059.28,Loan,Retail,0,1
8407,1B3EB9X2S85733168,DLR7474,2024-04-07,48800.0,2111.82,46688.18,Cash,Retail,0,22
8408,1C4NBBJ2961072534,DLR7296,2022-02-17,28300.0,5687.79,22612.21,Loan,Rental,0,8
8409,1B3A3K3SM52122577,DLR2124,2024-01-10,51600.0,3981.6,47618.4,Loan,Retail,0,23
8410,3C6V9D41K94384972,DLR6570,2024-11-16,34900.0,2711.91,32188.09,Loan,Retail,0,63
8411,1C6ML91RY43758636,DLR8069,2022-10-06,85000.0,8497.68,76502.32,Lease,Retail,0,8
8412,3C6BXWXSG16548193,DLR2856,2023-07-12,31500.0,800.01,30699.99,Lease,Retail,1,8
8413,1C6K2K6ER92430052,DLR4885,2024-06-11,35500.0,1035.03,34464.97,Loan,Retail,0,70
